car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,engine_in_cc,Seats,manufacture,company_name
Vento Petrol Highline AT,392000,69828,Petrol,Automatic,3rd Owner,1598,5,2011,Volkswagen
Baleno 1.2 Alpha,594000,72820,Petrol,Manual,2nd Owner,1197,5,2016,Maruti
C-Class Progressive C 220d,3724000,20785,Diesel,Automatic,1st Owner,1950,5,2019,Mercedes-Benz
Swift Dzire VXI AT Optional,588000,31172,Petrol,Automatic,2nd Owner,1197,5,2016,Maruti
Grand i10 Sportz,452000,24395,Petrol,Manual,1st Owner,1197,5,2016,Hyundai
Hector Sharp DCT,1825000,11050,Petrol,Automatic,1st Owner,1451,5,2021,MG
Innova 2.5 GX (Diesel) 7 Seater BS IV,774000,123394,Diesel,Manual,2nd Owner,2494,7,2013,Toyota
i20 Sportz,844000,10283,Petrol,Manual,1st Owner,1197,5,2021,Hyundai
Harrier XZ Plus Dark Edition,2199000,2443,Diesel,Manual,1st Owner,1956,5,2022,Tata
Fortuner 2.7 2WD AT,3100000,44000,Petrol,Automatic,2nd Owner,2694,7,2019,Toyota
Q5 3.0 TDI Quattro,995000,68000,Diesel,Automatic,3rd Owner,2967,5,2011,Audi
Ssangyong Rexton RX7,975000,72000,Diesel,Automatic,1st Owner,2696,7,2013,Mahindra
i10 Magna 1.1L,225000,38000,Petrol,Manual,1st Owner,1086,5,2011,Hyundai
Swift Dzire VXI 1.2 BS IV,650000,65000,Petrol,Manual,1st Owner,1197,5,2019,Maruti
Q7 45 TDI Quattro Premium Plus,1875000,43000,Diesel,Automatic,2nd Owner,2967,7,2014,Audi
i10 Sportz 1.1L,425000,52000,Petrol,Manual,2nd Owner,1086,5,2014,Hyundai
XUV500 W8 FWD,745000,117000,Diesel,Manual,1st Owner,2179,7,2012,Mahindra
Verna 1.6 VTVT SX Option,825000,84000,Petrol,Manual,1st Owner,1591,5,2016,Hyundai
Alto 800 LXI,204000,45080,Petrol,Manual,3rd Owner,796,5,2015,Maruti
Eeco 5 Seater AC BSIV,470000,39341,Petrol,Manual,1st Owner,1196,5,2019,Maruti
Scorpio 2.6 Turbo 7 Str,330000,133000,Diesel,Manual,1st Owner,2609,8,2007,Mahindra
e2o T2,321000,54112,Electric,Automatic,1st Owner,0,5,2014,Mahindra
i20 Sportz Plus BSIV,820000,14824,Petrol,Manual,1st Owner,1197,5,2020,Hyundai
City i VTEC VX,925000,82500,Petrol,Manual,1st Owner,1497,5,2017,Honda
Seltos HTK Plus G,1349000,17922,Petrol,Manual,1st Owner,1497,5,2020,Kia
X7 xDrive 40i,12300000,13000,Petrol,Automatic,1st Owner,2998,7,2019,BMW
Pajero Sport 4X4 AT,1675000,85000,Diesel,Automatic,1st Owner,2477,6,2015,Mitsubishi
Grand i10 AT Asta,575000,67000,Petrol,Automatic,1st Owner,1197,5,2015,Hyundai
Jazz V CVT,745000,35000,Petrol,Automatic,1st Owner,1199,5,2018,Honda
Alto 800 LXI,345000,53000,Petrol,Manual,1st Owner,796,5,2016,Maruti
Hector Hybrid Sharp MT,2075000,598,Petrol,Manual,1st Owner,1451,5,2022,MG
Ertiga ZDI Plus,892000,75727,Diesel,Manual,1st Owner,1248,7,2019,Maruti
Seltos GTX Plus DCT,1890000,7000,Petrol,Automatic,1st Owner,1353,5,2020,Kia
Vitara Brezza ZDi Plus Dual Tone,858000,62403,Diesel,Manual,1st Owner,1248,5,2016,Maruti
Polo 1.5 TDI Comfortline,453000,44487,Diesel,Manual,2nd Owner,1498,5,2014,Volkswagen
C-Class Progressive C 220d,3900000,24000,Diesel,Automatic,2nd Owner,1950,5,2020,Mercedes-Benz
Innova Crysta 2.4 ZX AT,2850000,47000,Diesel,Automatic,1st Owner,2393,7,2020,Toyota
i10 Magna 1.1L,190000,31212,Petrol,Manual,1st Owner,1086,5,2008,Hyundai
Superb Laurin & klement,3365000,17776,Petrol,Automatic,1st Owner,1984,5,2020,Skoda
Verna 1.6 CRDi S,658000,31837,Diesel,Manual,2nd Owner,1582,5,2015,Hyundai
A3 35 TDI Premium Plus,2580000,39000,Diesel,Automatic,1st Owner,1968,5,2020,Audi
Alto LXi BSIII,120000,78000,Petrol,Manual,2nd Owner,796,5,2006,Maruti
Ecosport 1.5 Petrol Titanium Plus AT BSIV,1185000,31000,Petrol,Automatic,1st Owner,1497,5,2020,Ford
Swift VDI,388000,115986,Diesel,Manual,2nd Owner,1248,5,2013,Maruti
Etios G SP,392000,73029,Petrol,Manual,2nd Owner,1496,5,2014,Toyota
Verna 1.6 SX VTVT AT,635000,25000,Petrol,Automatic,2nd Owner,1591,5,2013,Hyundai
Amaze E i-Dtech,244000,74809,Diesel,Manual,1st Owner,1498,5,2013,Honda
i20 1.2 Magna,272000,33560,Petrol,Manual,1st Owner,1197,5,2011,Hyundai
i10 Sportz AT,286000,40821,Petrol,Automatic,1st Owner,1197,5,2011,Hyundai
C-Class C 220 CDI Celebration Edition,1575000,58000,Diesel,Automatic,2nd Owner,2143,5,2014,Mercedes-Benz
Figo Petrol EXI,163000,75991,Petrol,Manual,2nd Owner,1196,5,2010,Ford
Swift ZXI ABS,178000,136432,Petrol,Manual,2nd Owner,1298,5,2008,Maruti
Alto LXi BSIII,84778,70229,Petrol,Manual,4th Owner,796,5,2008,Maruti
Innova Crysta 2.8 GX AT 8S BSIV,1725000,83000,Diesel,Automatic,2nd Owner,2755,8,2016,Toyota
Santro Xing GLS,111000,51915,Petrol,Manual,1st Owner,1086,5,2008,Hyundai
Polo GT TSI,550000,63100,Petrol,Automatic,2nd Owner,1197,5,2014,Volkswagen
GLE 250d,4800000,54000,Diesel,Automatic,2nd Owner,2143,5,2017,Mercedes-Benz
X1 sDrive20d xLine,4550000,9000,Diesel,Automatic,1st Owner,1995,5,2021,BMW
Santro Xing GL Plus,325000,46833,Petrol,Manual,1st Owner,1086,5,2012,Hyundai
Verna 1.6 CRDi EX MT,525000,78744,Diesel,Manual,2nd Owner,1582,5,2012,Hyundai
Swift VDI BSIV,490000,79542,Diesel,Manual,2nd Owner,1248,5,2014,Maruti
City 1.5 V AT,460000,96000,Petrol,Automatic,2nd Owner,1497,5,2010,Honda
Sonet GTX Plus Turbo iMT,1325000,13000,Petrol,Manual,1st Owner,998,5,2021,Kia
Swift VDI BSIV,380000,44521,Diesel,Manual,1st Owner,1248,5,2010,Maruti
Grand i10 1.2 Kappa Sportz Option AT,547000,29927,Petrol,Automatic,2nd Owner,1197,5,2017,Hyundai
CR-V 2.0L 2WD AT,1975000,48019,Petrol,Automatic,1st Owner,1997,5,2017,Honda
Grand i10 Asta Option,675000,27311,Petrol,Manual,2nd Owner,1197,5,2017,Hyundai
XUV500 W11 Option AWD,2050000,14000,Diesel,Manual,1st Owner,2179,7,2021,Mahindra
i10 Magna 1.2,315000,64640,Petrol,Manual,1st Owner,1197,5,2009,Hyundai
City i VTEC S,499000,96505,Petrol,Manual,2nd Owner,1497,5,2012,Honda
Fortuner 2.8 2WD AT BSIV,3200000,90479,Diesel,Automatic,1st Owner,2755,7,2018,Toyota
Venue S Opt,965000,3500,Petrol,Manual,1st Owner,1197,5,2022,Hyundai
Nexon 1.2 Revotron XT,855000,42374,Petrol,Manual,1st Owner,1198,5,2018,Tata
Baleno 1.3 Alpha,710000,45879,Diesel,Manual,1st Owner,1248,5,2016,Maruti
Ciaz VDi Plus SHVS,572000,120000,Diesel,Manual,2nd Owner,1248,5,2016,Maruti
Grand i10 Asta,470000,89680,Petrol,Manual,2nd Owner,1197,5,2015,Hyundai
3 Series 320d,1275000,99000,Diesel,Automatic,3rd Owner,1995,5,2012,BMW
Zen VXI,110000,90000,Petrol,Manual,3rd Owner,993,5,1998,Maruti
X5 xDrive 30d Design Pure Experience 5 Seater,5975000,27000,Diesel,Automatic,1st Owner,2993,5,2018,BMW
Superb Elegance 2.0 TDI CR AT,1465000,79776,Diesel,Automatic,1st Owner,1968,5,2015,Skoda
Land Cruiser Prado TX,5400000,67000,Diesel,Automatic,1st Owner,2982,7,2011,Toyota
Octavia 2.0 TDI MT Style,1475000,108000,Diesel,Manual,1st Owner,1968,5,2017,Skoda
Vento 1.5 TDI Highline BSIV,945000,58000,Diesel,Manual,1st Owner,1498,5,2019,Volkswagen
Octavia 1.8 TSI AT L K,2275000,32067,Petrol,Automatic,1st Owner,1798,5,2018,Skoda
Innova Crysta 2.4 VX MT BSIV,1950000,52187,Diesel,Manual,2nd Owner,2393,7,2017,Toyota
5 Series 530d M Sport,5875000,17100,Diesel,Automatic,1st Owner,2993,5,2019,BMW
Hector Plus Sharp DCT,1940000,9562,Petrol,Automatic,1st Owner,1451,6,2021,MG
Hector Sharp Diesel MT BSIV,1810000,36388,Diesel,Manual,1st Owner,1956,5,2019,MG
C-Class C 250 CDI Elegance,975000,45000,Diesel,Automatic,2nd Owner,2143,5,2011,Mercedes-Benz
Compass 2.0 Sport Plus BSIV,1775000,36149,Diesel,Manual,1st Owner,1956,5,2019,Jeep
Seltos GTX Plus,1695000,20155,Petrol,Manual,1st Owner,1353,5,2020,Kia
Hector Sharp AT BSIV,1675000,51904,Petrol,Automatic,1st Owner,1451,5,2019,MG
Polo GT TSI,725000,54000,Petrol,Automatic,1st Owner,1197,5,2015,Volkswagen
Seltos GTX Plus,1565000,31727,Petrol,Manual,2nd Owner,1353,5,2019,Kia
XUV500 AT W10 FWD,1445000,73986,Diesel,Automatic,1st Owner,2179,7,2017,Mahindra
Sonet 1.5 GTX Plus Diesel,1425000,7100,Diesel,Manual,1st Owner,1493,5,2021,Kia
Sonet GTX Plus Turbo iMT,1395000,5397,Petrol,Manual,1st Owner,998,5,2021,Kia
X3 xDrive 20d Luxury Line,4950000,65000,Diesel,Automatic,1st Owner,1995,5,2018,BMW
i20 1.4 Asta Option,700000,90000,Diesel,Manual,1st Owner,1396,5,2017,Hyundai
Swift Dzire VXI,475000,80000,Petrol,Manual,2nd Owner,1197,5,2013,Maruti
Polo GT TSI,700000,91000,Petrol,Automatic,2nd Owner,1197,5,2015,Volkswagen
7 Series 730Ld Sedan,2375000,69000,Diesel,Automatic,2nd Owner,2993,5,2010,BMW
Fortuner 4x2 Manual,1750000,89000,Diesel,Manual,2nd Owner,2982,7,2014,Toyota
Santa Fe 4X4,825000,95254,Diesel,Manual,1st Owner,2199,7,2013,Hyundai
Creta 1.6 VTVT SX Plus,1050000,51000,Petrol,Manual,1st Owner,1591,5,2016,Hyundai
i10 Sportz AT,395000,62000,Petrol,Automatic,2nd Owner,1197,5,2014,Hyundai
Hexa XT,1235000,120000,Diesel,Manual,1st Owner,2179,7,2017,Tata
Harrier XZA Plus Dark Edition AT 2020-2022,2575000,2000,Diesel,Automatic,1st Owner,1956,5,2022,Tata
Polo Cup Edition Comfortline,685000,46000,Petrol,Manual,1st Owner,999,5,2017,Volkswagen
Ertiga SHVS ZDI Plus,945000,65000,Diesel,Manual,2nd Owner,1248,7,2017,Maruti
Alto K10 VXI,425000,22248,Petrol,Manual,1st Owner,998,5,2017,Maruti
5 Series 520d Luxury Line,4300000,40000,Diesel,Automatic,1st Owner,1995,5,2018,BMW
City i VTEC S,575000,73000,Petrol,Manual,1st Owner,1497,5,2013,Honda
Polo GT 1.0 TSI,1145000,54000,Petrol,Automatic,1st Owner,999,5,2021,Volkswagen
Civic 1.8 (E) MT,260000,90000,Petrol,Manual,2nd Owner,1799,5,2006,Honda
Compass Model S DCT,2725000,15000,Petrol,Automatic,1st Owner,1368,5,2021,Jeep
Seltos GTX Plus AT D,1820000,30000,Diesel,Automatic,1st Owner,1493,5,2021,Kia
XF 2.2 Litre Luxury,2795000,26000,Diesel,Automatic,1st Owner,2179,5,2016,Jaguar
Scorpio SLX 2.6 Turbo 7 Str,350000,155000,Diesel,Manual,2nd Owner,2609,7,2006,Mahindra
GLA Class 200 Sport,3425000,29366,Petrol,Automatic,1st Owner,1991,5,2019,Mercedes-Benz
Polo 1.2 MPI Highline,675000,28211,Petrol,Manual,1st Owner,1198,5,2016,Volkswagen
Seltos GTX DCT,1675000,40000,Petrol,Automatic,1st Owner,1353,5,2019,Kia
5 Series 520d Luxury Line,2450000,54000,Diesel,Automatic,1st Owner,1995,5,2015,BMW
XUV500 W8 2WD,1025000,82000,Diesel,Manual,2nd Owner,2179,7,2015,Mahindra
Verna 1.6 SX VTVT,465000,117000,Petrol,Manual,1st Owner,1591,5,2011,Hyundai
Scorpio S10 8 Seater,1125000,111000,Diesel,Manual,2nd Owner,2179,8,2015,Mahindra
Swift Dzire AMT ZDI Plus,795000,108000,Diesel,Automatic,1st Owner,1248,5,2018,Maruti
Omni 8 Seater BSIV,330000,4000,Petrol,Manual,1st Owner,796,5,2017,Maruti
Innova 2.5 V Diesel 7-seater,685000,290000,Diesel,Manual,3rd Owner,2494,7,2011,Toyota
Endeavour 3.2 Titanium AT 4X4,3590000,35000,Diesel,Automatic,1st Owner,3198,7,2019,Ford
Hector Sharp DCT,1795000,13000,Petrol,Automatic,1st Owner,1451,5,2020,MG
Freestyle Titanium Petrol BSIV,490000,60000,Petrol,Manual,1st Owner,1194,5,2018,Ford
Ecosport 1.5 Diesel Titanium Plus,975000,90000,Diesel,Manual,1st Owner,1498,5,2018,Ford
GLA Class 200 d Sport,3375000,16975,Diesel,Automatic,2nd Owner,2143,5,2019,Mercedes-Benz
Grand i10 Magna Petrol BSIV,575000,11000,Petrol,Manual,1st Owner,1197,5,2018,Hyundai
Rapid 1.5 TDI Style BSIV,985000,59000,Diesel,Manual,1st Owner,1498,5,2018,Skoda
Wagon R LXI DUO BSIII,225000,46000,Lpg,Manual,2nd Owner,1061,5,2008,Maruti
Alto LXi BSII,135000,80000,Petrol,Manual,3rd Owner,796,5,2004,Maruti
i20 Petrol Asta Option,750000,25000,Petrol,Manual,1st Owner,1197,5,2019,Hyundai
i20 1.2 Asta,725000,54801,Petrol,Manual,2nd Owner,1197,5,2018,Hyundai
Accord V6 AT,200000,75000,Petrol,Automatic,2nd Owner,2997,5,2005,Honda
Vitara Brezza ZDi,865000,130000,Diesel,Manual,1st Owner,1248,5,2017,Maruti
Accent Executive,310000,71000,Petrol,Manual,2nd Owner,1495,5,2013,Hyundai
CR-V AT With Sun Roof,1000000,70000,Petrol,Automatic,1st Owner,1198,5,2010,Honda
Venue SX iMT,1045000,14115,Petrol,Manual,1st Owner,998,5,2019,Hyundai
Amaze VX Petrol BSIV,750000,30000,Petrol,Manual,2nd Owner,1199,5,2019,Honda
X3 xDrive20d xLine,3995000,63170,Diesel,Automatic,1st Owner,1995,5,2017,BMW
Corolla Executive (HE),295000,80000,Petrol,Manual,2nd Owner,1794,5,2006,Toyota
CLA 200 CDI Sport,3295000,47253,Diesel,Automatic,1st Owner,2143,5,2018,Mercedes-Benz
Xylo E4,295000,56117,Diesel,Manual,1st Owner,2498,7,2009,Mahindra
CLA 200 CDI Sport,3395000,14324,Diesel,Automatic,1st Owner,2143,5,2018,Mercedes-Benz
C-Class C 200 CGI,3445000,27600,Petrol,Automatic,1st Owner,1991,5,2018,Mercedes-Benz
Octavia 1.8 TSI AT Style,1949000,38391,Petrol,Automatic,1st Owner,1798,5,2018,Skoda
A4 35 TDI Premium Plus,3245000,49000,Diesel,Automatic,1st Owner,1968,5,2018,Audi
Ecosport 1.5 Diesel Trend Plus BSIV,775000,45000,Diesel,Manual,1st Owner,1498,5,2017,Ford
Cruze LTZ AT,695000,68000,Diesel,Automatic,2nd Owner,1998,5,2014,Chevrolet
Baleno 1.3 Alpha,825000,67000,Diesel,Manual,1st Owner,1248,5,2018,Maruti
i20 1.2 Asta,775000,80000,Petrol,Manual,1st Owner,1197,5,2018,Hyundai
Polo 1.2 MPI Highline,675000,62000,Petrol,Manual,1st Owner,1199,5,2016,Volkswagen
New Safari Dicor VX 4X2,250000,50000,Diesel,Manual,2nd Owner,2179,7,2009,Tata
XUV500 W8 2WD,695000,100000,Diesel,Manual,3rd Owner,2179,7,2012,Mahindra
City GXi,275000,75000,Petrol,Manual,5th Owner,1497,5,2006,Honda
XUV500 W6 2WD,650000,120000,Diesel,Manual,2nd Owner,2179,7,2014,Mahindra
B Class B200 CDI Sport,1745000,37000,Diesel,Automatic,2nd Owner,2143,5,2016,Mercedes-Benz
Q3 35 TDI Quattro Premium Plus,3100000,64000,Diesel,Automatic,1st Owner,1968,5,2018,Audi
Etios Cross 1.4 GD,695000,79000,Diesel,Manual,2nd Owner,1364,5,2015,Toyota
Fiesta 1.4 Duratec ZXI,180000,80000,Petrol,Manual,1st Owner,1388,5,2007,Ford
Celerio VXI,475000,14000,Petrol,Manual,1st Owner,998,5,2014,Maruti
Celerio ZXI AMT Optional,525000,28217,Petrol,Automatic,2nd Owner,998,5,2018,Maruti
Wagon R LXI,140000,90000,Petrol,Manual,2nd Owner,998,5,2003,Maruti
City 1.5 GXI,185000,120000,Petrol,Manual,2nd Owner,999,5,2005,Honda
Vento 1.0 TSI Highline Plus,1045000,26000,Petrol,Manual,1st Owner,2987,5,2021,Volkswagen
GL-Class 350 CDI Blue Efficiency,3000000,100000,Diesel,Automatic,2nd Owner,1086,7,2013,Mercedes-Benz
Santro Sportz BSIV,500000,50000,Petrol,Manual,1st Owner,1461,5,2019,Hyundai
Duster 85PS Diesel RxS,875000,70000,Diesel,Manual,1st Owner,1198,5,2019,Renault
Amaze E i-Vtech,362000,80000,Petrol,Manual,3rd Owner,1196,5,2016,Honda
Figo Petrol EXI,180000,157000,Petrol,Manual,3rd Owner,2184,5,2010,Ford
Thar LX 4-Str Hard Top Diesel,1745000,15550,Diesel,Manual,1st Owner,1248,4,2021,Mahindra
Ertiga SHVS VDI,800000,80000,Diesel,Manual,1st Owner,2179,7,2017,Maruti
XUV500 AT W10 FWD,1395000,59432,Diesel,Automatic,1st Owner,1598,7,2017,Mahindra
Rapid 1.6 MPI Style BSIV,1045000,53047,Petrol,Manual,1st Owner,1598,5,2020,Skoda
Vento 1.6 Highline,775000,46464,Petrol,Manual,1st Owner,998,5,2016,Volkswagen
Zen Estilo VXI BSIII,120000,70000,Petrol,Manual,4th Owner,1461,5,2007,Maruti
Duster 85PS Diesel RxS,1075000,23000,Diesel,Manual,2nd Owner,2199,5,2019,Renault
Carnival Limousine,3450000,30000,Diesel,Automatic,1st Owner,2143,7,2020,Kia
GLC 220d 4MATIC Sport,4875000,22000,Diesel,Automatic,1st Owner,2596,5,2018,Mercedes-Benz
Gurkha Xplorer,920000,35000,Diesel,Manual,2nd Owner,1582,7,2018,Force
Creta 1.6 CRDi SX,1050000,80000,Diesel,Manual,1st Owner,1799,5,2016,Hyundai
Civic 1.8 S AT,200000,100000,Petrol,Automatic,4th Owner,1173,5,2006,Honda
Rio Petrol GLX,350000,95000,Petrol,Manual,1st Owner,2523,5,2014,Premier
Jeep CL 500 MDI,260000,100000,Diesel,Manual,1st Owner,1199,6,1995,Mahindra
Beat LS,180000,50000,Petrol,Manual,3rd Owner,1197,5,2012,Chevrolet
Ritz VXI,525000,64000,Petrol,Manual,1st Owner,1496,5,2015,Maruti
Ecosport 1.5 Petrol Titanium Plus AT,1085000,15509,Petrol,Automatic,2nd Owner,1498,5,2020,Ford
Ecosport 1.5 Diesel Titanium,965000,43203,Diesel,Manual,2nd Owner,1086,5,2018,Ford
i10 Era,266000,80000,Petrol,Manual,1st Owner,1493,5,2007,Hyundai
Creta SX Diesel,1795000,50000,Diesel,Manual,1st Owner,998,5,2020,Hyundai
Celerio ZXI AT,460000,40000,Petrol,Automatic,2nd Owner,1498,5,2017,Maruti
Rapid 1.5 TDI Ambition BSIV,995000,111000,Diesel,Manual,1st Owner,1298,5,2020,Skoda
Esteem Vxi - BSIII,120000,73000,Petrol,Manual,2nd Owner,2982,5,2006,Maruti
Fortuner 4x2 Manual,1675000,220000,Diesel,Manual,2nd Owner,1197,7,2014,Toyota
Grand i10 1.2 Kappa Sportz Option,535000,11717,Petrol,Manual,2nd Owner,2143,5,2017,Hyundai
GLE 250d,5650000,46000,Diesel,Automatic,2nd Owner,1197,5,2019,Mercedes-Benz
Grand i10 Nios Sportz,648000,15000,Petrol,Manual,1st Owner,1248,5,2021,Hyundai
Ertiga ZDI,595000,110000,Diesel,Manual,2nd Owner,2179,7,2013,Maruti
XUV500 AT W10 FWD,1425000,66968,Diesel,Automatic,1st Owner,1248,7,2016,Mahindra
Swift Dzire VDI,500000,120000,Diesel,Manual,2nd Owner,2523,5,2015,Maruti
Bolero ZLX,735000,70000,Diesel,Manual,1st Owner,1197,7,2018,Mahindra
Swift Dzire AMT ZXI Plus,755000,47000,Petrol,Automatic,2nd Owner,1298,5,2017,Maruti
Swift ZXI ABS,250000,110000,Petrol,Manual,4th Owner,1199,5,2006,Maruti
Polo Diesel Highline 1.2L,495000,81000,Diesel,Manual,2nd Owner,1497,5,2012,Volkswagen
City CVT,225000,70000,Petrol,Automatic,3rd Owner,1497,5,2005,Honda
Creta SX Executive,1595000,12662,Petrol,Manual,1st Owner,1591,5,2021,Hyundai
Creta 1.6 E Plus,1025000,14000,Petrol,Manual,1st Owner,1591,5,2018,Hyundai
Verna 1.6 SX VTVT,575000,56000,Petrol,Manual,2nd Owner,1248,5,2014,Hyundai
Vitara Brezza VDi Option,996000,54000,Diesel,Manual,1st Owner,1197,5,2019,Maruti
i20 Magna Plus,775000,63000,Petrol,Manual,1st Owner,1797,5,2020,Hyundai
Elantra SX,520000,40000,Petrol,Manual,2nd Owner,1061,5,2013,Hyundai
Zen Estilo 1.1 VXI BSIII,210000,60000,Petrol,Manual,2nd Owner,1498,5,2008,Maruti
Ecosport 1.5 DV5 MT Titanium,600000,80000,Diesel,Manual,2nd Owner,1248,5,2013,Ford
Ertiga SHVS VDI,650000,120000,Diesel,Manual,1st Owner,1462,7,2016,Maruti
Urban cruiser Mid,585000,15000,Petrol,Manual,2nd Owner,1298,5,2022,Toyota
Swift Dzire ZXi,292000,295000,Petrol,Manual,2nd Owner,1248,5,2009,Maruti
Baleno 1.3 Alpha,650000,60000,Diesel,Manual,3rd Owner,1498,5,2017,Maruti
Scala RxZ AT,425000,50000,Petrol,Automatic,1st Owner,1198,5,2014,Renault
Brio VX,445000,55000,Petrol,Manual,2nd Owner,1499,5,2014,Honda
Ecosport 1.5 Ti VCT AT Titanium,675000,77000,Petrol,Automatic,2nd Owner,1197,5,2014,Ford
i20 Sportz 1.2,533000,33389,Petrol,Manual,1st Owner,1396,5,2015,Hyundai
Verna 1.4 VTVT,536000,17526,Petrol,Manual,1st Owner,1197,5,2014,Hyundai
Grand i10 1.2 Kappa Sportz BSIV,564000,15757,Petrol,Manual,1st Owner,1197,5,2018,Hyundai
i10 Sportz,278000,8183,Petrol,Manual,1st Owner,1197,5,2012,Hyundai
Baleno 1.2 Zeta,583000,32590,Petrol,Manual,1st Owner,1497,5,2017,Maruti
City i VTEC VX,699000,45423,Petrol,Manual,2nd Owner,1591,5,2016,Honda
Creta 1.6 VTVT AT SX Plus,900000,52481,Petrol,Automatic,2nd Owner,1197,5,2016,Hyundai
Ignis 1.2 Sigma BSIV,453000,22915,Petrol,Manual,1st Owner,1197,5,2017,Maruti
Swift Dzire ZXI,601000,72123,Petrol,Manual,1st Owner,1197,5,2017,Maruti
i20 1.2 Spotz,575000,37965,Petrol,Manual,1st Owner,1197,5,2017,Hyundai
Grand i10 1.2 Kappa Asta,530000,27651,Petrol,Manual,1st Owner,1199,5,2018,Hyundai
Jazz 1.2 V i VTEC,495000,92771,Petrol,Manual,1st Owner,1591,5,2016,Honda
Verna VTVT 1.6 SX Option,1028000,51956,Petrol,Manual,1st Owner,1198,5,2018,Hyundai
KUV 100 mFALCON G80 K4 Plus 5str,399000,34048,Petrol,Manual,1st Owner,2993,5,2017,Mahindra
7 Series 730Ld DPE Signature,6350000,47000,Diesel,Automatic,1st Owner,1968,5,2017,BMW
Q3 2.0 TDI,1400000,60000,Diesel,Automatic,3rd Owner,1950,5,2014,Audi
GLC 220d 4MATIC,4775000,43000,Diesel,Automatic,1st Owner,1591,5,2019,Mercedes-Benz
Creta 1.6 VTVT E Plus,811000,58596,Petrol,Manual,1st Owner,2967,5,2017,Hyundai
Q7 45 TDI Quattro Technology,4850000,70000,Diesel,Automatic,1st Owner,1248,7,2017,Audi
Ciaz ZDi Plus SHVS,675000,69000,Diesel,Manual,1st Owner,1197,5,2016,Maruti
i10 Magna,228000,50152,Petrol,Manual,1st Owner,1461,5,2011,Hyundai
Duster 85PS Diesel RxL,514000,62164,Diesel,Manual,1st Owner,1591,5,2014,Renault
Creta 1.6 VTVT E Plus,820000,49929,Petrol,Manual,1st Owner,1197,5,2017,Hyundai
Ignis 1.2 Alpha BSIV,491000,60393,Petrol,Manual,1st Owner,1598,5,2017,Maruti
Rapid 1.6 MPI AT Elegance Plus,588000,46281,Petrol,Automatic,1st Owner,1199,5,2016,Skoda
Jazz 1.2 V i VTEC,553000,53201,Petrol,Manual,1st Owner,1798,5,2017,Honda
Corolla Altis G MT,710000,80056,Petrol,Manual,1st Owner,1197,5,2015,Toyota
Grand i10 Sportz,320000,76175,Petrol,Manual,1st Owner,1497,5,2013,Hyundai
City i VTEC V,601000,51493,Petrol,Manual,1st Owner,1197,5,2015,Honda
Swift Dzire ZXI,532000,63141,Petrol,Manual,1st Owner,1248,5,2015,Maruti
Baleno 1.3 Alpha,651000,37057,Diesel,Manual,2nd Owner,1798,5,2017,Maruti
Corolla Altis GL MT,852000,60865,Petrol,Manual,1st Owner,2179,5,2015,Toyota
XUV500 W7 BSIV,1110000,45407,Diesel,Manual,2nd Owner,2179,7,2018,Mahindra
XUV500 W5 BSIV,1183000,52652,Diesel,Manual,1st Owner,1497,7,2019,Mahindra
XUV300 W8 Option Diesel BSIV,1060000,42923,Diesel,Manual,1st Owner,1591,5,2019,Mahindra
Creta 1.6 VTVT SX Plus Dual Tone,920000,56052,Petrol,Manual,1st Owner,1396,5,2017,Hyundai
i20 Active 1.4,651000,42923,Diesel,Manual,1st Owner,1591,5,2017,Hyundai
Verna VTVT 1.6 SX,844000,32733,Petrol,Manual,2nd Owner,1086,5,2018,Hyundai
Santro Xing GL,211000,62207,Petrol,Manual,1st Owner,1197,5,2013,Hyundai
i20 1.2 Asta Option,603000,48352,Petrol,Manual,2nd Owner,1199,5,2017,Hyundai
Jazz 1.2 V AT i VTEC,600000,57080,Petrol,Automatic,1st Owner,1373,5,2016,Honda
Ciaz ZXi,630000,43168,Petrol,Manual,1st Owner,1248,5,2016,Maruti
SX4 S Cross DDiS 200 Alpha,823000,69517,Diesel,Manual,1st Owner,1197,5,2017,Maruti
Baleno 1.2 CVT Zeta,618000,54166,Petrol,Automatic,1st Owner,1399,5,2016,Maruti
Figo Diesel ZXI,285000,67000,Diesel,Manual,1st Owner,1197,5,2014,Ford
Swift Dzire VXi AT,425000,21000,Petrol,Automatic,1st Owner,998,5,2012,Maruti
Wagon R LXI CNG Optional,390000,67200,Cng,Manual,1st Owner,1248,5,2014,Maruti
Ciaz ZDi Plus SHVS,675000,69000,Diesel,Manual,1st Owner,998,5,2016,Maruti
Wagon R AMT VXI,425000,46000,Petrol,Automatic,2nd Owner,1991,5,2015,Maruti
CLA 200 Sport Edition,2090000,42000,Petrol,Automatic,1st Owner,998,5,2016,Mercedes-Benz
Wagon R CNG LXI,490000,59000,Cng,Manual,1st Owner,1968,5,2019,Maruti
A6 35 TDI,2411000,50000,Diesel,Automatic,1st Owner,2179,5,2015,Audi
XUV500 W8 FWD,490000,115000,Diesel,Manual,1st Owner,1799,7,2012,Mahindra
Civic 1.8 V AT,395000,68000,Petrol,Automatic,1st Owner,1995,5,2010,Honda
3 Series 320i Sedan,770000,29000,Petrol,Automatic,2nd Owner,1199,5,2012,BMW
Jazz V CVT,575000,68000,Petrol,Automatic,1st Owner,1199,5,2016,Honda
