car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,engine_in_cc,Seats,manufacture,company_name
Ecosport 1.5 Petrol Titanium,886000,11988,Petrol,Manual,1st Owner,1086,7,2020,Ford
GO T BSIV,217000,71913,Petrol,Manual,1st Owner,1197,7,2015,Datsun
Swift Dzire VXI,439000,92720,Petrol,Manual,2nd Owner,998,7,2016,Maruti
Polo 1.2 MPI Highline,368000,94167,Petrol,Manual,2nd Owner,1196,5,2014,Volkswagen
Grand i10 1.2 Kappa Magna BSIV,470000,35708,Petrol,Manual,1st Owner,1248,5,2018,Hyundai
Duster 110PS Diesel RxZ,357000,123420,Diesel,Manual,1st Owner,1197,5,2013,Renault
Seltos HTX Plus D,995000,50135,Diesel,Manual,2nd Owner,2179,5,2020,Kia
i10 Era,195000,85876,Petrol,Manual,2nd Owner,1373,5,2011,Hyundai
Xcent 1.2 Kappa SX,515000,8620,Petrol,Manual,1st Owner,2999,5,2017,Hyundai
Wagon R LXI CNG,148000,116328,Cng,Manual,3rd Owner,998,5,2010,Maruti
Eeco 5 Seater AC BSIV,315000,56321,Petrol,Manual,1st Owner,1120,5,2016,Maruti
Swift Dzire VDI,381000,160648,Diesel,Manual,1st Owner,1086,5,2014,Maruti
Grand i10 Magna,323000,50726,Petrol,Manual,1st Owner,998,5,2014,Hyundai
XUV500 W8 2WD,491000,127046,Diesel,Manual,2nd Owner,998,7,2013,Mahindra
Ertiga VXI,441000,82158,Petrol,Manual,1st Owner,1199,5,2015,Maruti
MU-X 2WD,1711000,64000,Diesel,Automatic,1st Owner,998,5,2018,Isuzu
Celerio VXI CNG,432000,74776,Cng,Manual,1st Owner,1197,5,2020,Maruti
Grand i10 CRDi Magna,342000,171065,Diesel,Manual,1st Owner,1582,5,2016,Hyundai
i10 Magna 1.1,209000,46400,Petrol,Manual,1st Owner,1198,5,2010,Hyundai
Celerio ZXI AT,363000,38156,Petrol,Automatic,1st Owner,1493,5,2015,Maruti
Wagon R VXI BS IV,319000,49915,Petrol,Manual,1st Owner,1197,5,2015,Maruti
Beat LT,273000,10768,Petrol,Manual,1st Owner,1798,5,2015,Chevrolet
Wagon R LXI BS IV,261000,69843,Petrol,Manual,2nd Owner,1197,5,2014,Maruti
Baleno 1.2 Delta,508000,59176,Petrol,Manual,1st Owner,1462,5,2017,Maruti
Verna 1.6 SX,369000,46962,Diesel,Manual,3rd Owner,1497,5,2011,Hyundai
Amaze VX i-Vtech,326000,125380,Petrol,Manual,1st Owner,1197,7,2013,Honda
TUV 300 T8,553000,57616,Diesel,Manual,1st Owner,814,5,2016,Mahindra
Swift Dzire AMT VXI,566000,126686,Petrol,Automatic,1st Owner,1197,5,2018,Maruti
Corolla Altis VL AT,759000,125981,Petrol,Automatic,1st Owner,1197,5,2014,Toyota
i20 Sportz Petrol,252000,26786,Petrol,Manual,1st Owner,1197,5,2010,Hyundai
Ciaz Sigma,772000,35135,Petrol,Manual,1st Owner,998,5,2020,Maruti
City i VTEC CVT VX,648000,99163,Petrol,Automatic,1st Owner,1497,5,2015,Honda
Baleno 1.2 Delta,508000,48832,Petrol,Manual,1st Owner,1199,5,2017,Maruti
EON Era Plus,256000,38678,Petrol,Manual,2nd Owner,1298,5,2016,Hyundai
Swift Dzire ZXI AT,791000,5427,Petrol,Automatic,1st Owner,1197,5,2022,Maruti
Etios Liva G,235000,67357,Petrol,Manual,1st Owner,1198,5,2011,Toyota
i20 Magna,220000,81951,Petrol,Manual,1st Owner,998,5,2010,Hyundai
Wagon R LXI CNG,192000,70048,Cng,Manual,3rd Owner,1197,5,2012,Maruti
Marazzo M4,746000,117512,Diesel,Manual,1st Owner,1794,5,2018,Mahindra
Beat PS,156000,113652,Petrol,Manual,3rd Owner,1248,5,2013,Chevrolet
Swift Dzire VXi,184000,141719,Petrol,Manual,3rd Owner,1197,5,2010,Maruti
i10 Magna,246000,71708,Petrol,Manual,2nd Owner,1198,5,2012,Hyundai
Micra XV,275000,45000,Petrol,Manual,1st Owner,998,5,2010,Nissan
Wagon R VXI BS IV,288000,60252,Petrol,Manual,1st Owner,1995,5,2014,Maruti
Xcent 1.2 Kappa S Option,421000,40687,Petrol,Manual,1st Owner,1248,5,2015,Hyundai
Corolla Altis 1.8 VL AT,612000,25075,Petrol,Automatic,2nd Owner,1373,5,2013,Toyota
Vitara Brezza VDi Option,631000,109863,Diesel,Manual,2nd Owner,998,5,2017,Maruti
Grand i10 1.2 Kappa Sportz BSIV,454000,74334,Petrol,Manual,1st Owner,796,5,2018,Hyundai
Polo Petrol Trendline 1.2L,275000,52186,Petrol,Manual,1st Owner,1248,5,2012,Volkswagen
Alto K10 LXI,138000,49977,Petrol,Manual,2nd Owner,1197,5,2010,Maruti
X3 xDrive20d,1750000,91000,Diesel,Automatic,2nd Owner,999,5,2012,BMW
Ciaz VDi Plus SHVS,544000,124860,Diesel,Manual,1st Owner,1461,5,2016,Maruti
Ciaz 1.4 S,647000,42681,Petrol,Manual,1st Owner,1086,5,2017,Maruti
Celerio X ZXI BSIV,446000,22532,Petrol,Manual,1st Owner,1086,5,2019,Maruti
Etios GD SP,273000,212367,Diesel,Manual,1st Owner,1799,4,2012,Toyota
Alto 800 LXI,267000,73505,Petrol,Manual,1st Owner,1197,5,2017,Maruti
Swift VDI BSIV,419000,146256,Diesel,Manual,1st Owner,1497,5,2016,Maruti
i20 1.2 Magna Opt,293000,33865,Petrol,Manual,1st Owner,1248,5,2012,Hyundai
Slavia 1.0 TSI Ambition AT,1295000,6090,Petrol,Automatic,1st Owner,1197,5,2022,Skoda
Duster 85PS Diesel RxL Optional,483000,45691,Diesel,Manual,1st Owner,1991,6,2014,Renault
Santro Sportz,507000,12471,Petrol,Manual,1st Owner,1799,5,2021,Hyundai
i10 Sportz 1.1L,329000,56379,Petrol,Manual,2nd Owner,1199,5,2015,Hyundai
Civic 1.8 S MT,247000,98446,Petrol,Manual,3rd Owner,1364,5,2011,Honda
Swift AMT ZXI,586000,55519,Petrol,Automatic,1st Owner,1198,5,2018,Maruti
City GXi,174000,112886,Petrol,Manual,1st Owner,1956,5,2008,Honda
SX4 S Cross Zeta DDiS 200 SH,724000,79989,Diesel,Manual,1st Owner,1497,5,2018,Maruti
Grand i10 AT Asta,525000,46000,Petrol,Automatic,1st Owner,1197,5,2016,Hyundai
Cruze LTZ AT,450000,84000,Diesel,Automatic,2nd Owner,1086,5,2012,Chevrolet
Civic 1.8 S MT,334000,45423,Petrol,Manual,1st Owner,1451,5,2011,Honda
Nexon XM S,884000,4531,Petrol,Manual,1st Owner,1198,7,2022,Tata
Etios GD SP,384000,165260,Diesel,Manual,1st Owner,796,5,2014,Toyota
GO T BSIV,287000,34729,Petrol,Manual,1st Owner,1086,5,2017,Datsun
Hector Plus Sharp Diesel MT,1530000,58493,Diesel,Manual,1st Owner,1248,5,2020,MG
XUV300 W8 Option Dual Tone Diesel,804000,40536,Diesel,Manual,1st Owner,1197,5,2021,Mahindra
Baleno Zeta,612000,57936,Petrol,Manual,1st Owner,2179,5,2020,Maruti
i10 Magna 1.1L,206000,83061,Petrol,Manual,3rd Owner,1061,5,2012,Hyundai
Hector Sharp DCT,1615000,31752,Petrol,Automatic,1st Owner,998,5,2019,MG
Polo Petrol Trendline 1.2L,225000,82770,Petrol,Manual,3rd Owner,1197,5,2011,Volkswagen
Alto 800 LXI,188000,71596,Petrol,Manual,3rd Owner,1197,5,2015,Maruti
Santro Sportz AMT,544000,5273,Petrol,Automatic,1st Owner,1086,5,2022,Hyundai
Swift Dzire LDI,335000,72134,Diesel,Manual,1st Owner,814,5,2014,Maruti
Baleno 1.2 Zeta,571000,33835,Petrol,Manual,1st Owner,1248,5,2018,Maruti
XUV500 W6 2WD,877000,42355,Diesel,Manual,1st Owner,1120,5,2017,Mahindra
Wagon R LXI Minor,82642,166155,Petrol,Manual,2nd Owner,1461,5,2008,Maruti
Celerio ZXI MT BSIV,461000,5246,Petrol,Manual,1st Owner,799,5,2019,Maruti
Swift Dzire ZXI 1.2,627000,7376,Petrol,Manual,1st Owner,1998,5,2018,Maruti
Swift VXI,494000,62195,Petrol,Manual,1st Owner,3598,5,2018,Maruti
Santro Xing GL,100000,84173,Petrol,Manual,3rd Owner,1582,5,2008,Hyundai
EON Era Plus,269000,56016,Petrol,Manual,1st Owner,1197,5,2016,Hyundai
Manza Aura (ABS) Quadrajet,143000,103659,Diesel,Manual,1st Owner,1197,5,2010,Tata
Grand i10 CRDi Magna,385000,73000,Diesel,Manual,2nd Owner,1248,5,2014,Hyundai
Duster 85PS Diesel RxL,450000,42900,Diesel,Manual,3rd Owner,1199,7,2014,Renault
RediGO T Option,250000,84000,Petrol,Manual,1st Owner,1197,5,2016,Datsun
Cruze LTZ,490000,56000,Diesel,Manual,2nd Owner,1047,5,2013,Chevrolet
Touareg 3.6 V6 FSI,1000000,92000,Petrol,Automatic,2nd Owner,998,5,2007,Volkswagen
Creta 1.6 CRDi AT SX Plus,950000,79000,Diesel,Automatic,1st Owner,1197,5,2016,Hyundai
Baleno 1.2 Delta,508000,59407,Petrol,Manual,1st Owner,1498,5,2017,Maruti
Swift Dzire 1.2 Vxi BSIV,249000,57756,Petrol,Manual,1st Owner,1461,5,2010,Maruti
Linea Emotion Pack (Diesel),166000,140148,Diesel,Manual,1st Owner,1197,5,2010,Fiat
Altroz XM plus,684000,3730,Petrol,Manual,1st Owner,998,5,2021,Tata
Swift ZXI BSIV,364000,98890,Petrol,Manual,2nd Owner,2143,5,2015,Maruti
Tigor 1.05 Revotorq XZ Option,408000,134156,Diesel,Manual,1st Owner,2143,7,2017,Tata
Alto K10 VXI,309000,49446,Petrol,Manual,1st Owner,796,5,2017,Maruti
Swift Dzire 1.2 Lxi BSIV,191000,146510,Petrol,Manual,3rd Owner,1396,5,2011,Maruti
Mobilio S i-DTEC,393000,81355,Diesel,Manual,3rd Owner,998,5,2014,Honda
Duster 110PS Diesel RxL,350000,100298,Diesel,Manual,2nd Owner,1462,5,2013,Renault
Swift Dzire ZXI Plus,684000,60892,Petrol,Manual,1st Owner,2179,5,2018,Maruti
Alto K10 VXI,269000,48603,Petrol,Manual,1st Owner,1197,5,2015,Maruti
GLC Progressive 220d,3219000,95472,Diesel,Automatic,1st Owner,1197,5,2018,Mercedes-Benz
E-Class E250 CDI Blue Efficiency,1775000,63000,Diesel,Automatic,2nd Owner,1197,5,2011,Mercedes-Benz
Alto 800 LXI,325000,44000,Petrol,Manual,1st Owner,1172,5,2016,Maruti
i20 1.4 CRDi Magna,390000,60000,Diesel,Manual,2nd Owner,998,5,2012,Hyundai
Celerio LXI,259000,18674,Petrol,Manual,1st Owner,1498,5,2014,Maruti
Ciaz Alpha,998000,11689,Petrol,Manual,1st Owner,1197,5,2021,Maruti
Scorpio S11 BSIV,1061000,55187,Diesel,Manual,1st Owner,1197,5,2017,Mahindra
Baleno 1.2 Zeta,557000,59089,Petrol,Manual,1st Owner,1197,5,2017,Maruti
i10 Sportz 1.2,181000,86517,Petrol,Manual,2nd Owner,1199,5,2010,Hyundai
Grand i10 Sportz,385000,19079,Petrol,Manual,1st Owner,1197,5,2015,Hyundai
Grande Punto 1.2 Emotion,176000,50502,Petrol,Manual,2nd Owner,1496,5,2010,Fiat
Celerio ZXI MT BSIV,428000,33173,Petrol,Manual,1st Owner,995,5,2018,Maruti
Amaze S i-DTEC,434000,88227,Diesel,Manual,1st Owner,1497,7,2016,Honda
i20 Magna Optional 1.2,314000,73914,Petrol,Manual,2nd Owner,1197,7,2013,Hyundai
i20 Sportz Plus BSIV,645000,85906,Petrol,Manual,1st Owner,793,5,2019,Hyundai
i20 Sportz Petrol,240000,82818,Petrol,Manual,2nd Owner,1197,5,2010,Hyundai
Amaze V CVT Petrol BSIV,721000,13102,Petrol,Automatic,1st Owner,1197,5,2018,Honda
Swift VXI,617000,18008,Petrol,Manual,1st Owner,2179,5,2022,Maruti
Ecosport 1.5 Petrol Ambiente,742000,12011,Petrol,Manual,1st Owner,2179,5,2020,Ford
Spark 1.0 PS,73582,89133,Petrol,Manual,1st Owner,1497,5,2009,Chevrolet
City i VTEC CVT VX,698000,57445,Petrol,Automatic,1st Owner,1197,7,2015,Honda
i20 Magna,276000,127936,Petrol,Manual,1st Owner,1197,5,2013,Hyundai
Celerio VDi,301000,77262,Diesel,Manual,1st Owner,1199,5,2015,Maruti
i20 1.2 Asta,592000,52401,Petrol,Manual,1st Owner,1197,5,2018,Hyundai
Swift VXI,548000,44071,Petrol,Manual,1st Owner,1197,5,2020,Maruti
XUV500 W8 2WD,596000,153231,Diesel,Manual,1st Owner,1462,5,2014,Mahindra
XUV500 W6 2WD,622000,132131,Diesel,Manual,1st Owner,1999,7,2015,Mahindra
City V MT,417000,70132,Petrol,Manual,2nd Owner,1248,5,2012,Honda
Grand i10 1.2 Kappa Sportz Option,489000,15321,Petrol,Manual,1st Owner,1591,5,2017,Hyundai
Ritz LXI,179000,74727,Petrol,Manual,1st Owner,1498,5,2009,Maruti
Punch Creative DT,787000,19959,Petrol,Manual,1st Owner,1794,5,2021,Tata
i10 Sportz,244000,50596,Petrol,Manual,1st Owner,2179,5,2011,Hyundai
Baleno 1.2 Zeta,512000,56982,Petrol,Manual,1st Owner,1248,5,2016,Maruti
Ertiga LXI,592000,52932,Petrol,Manual,1st Owner,998,5,2019,Maruti
XUV700 AX3 AT,1476000,8655,Petrol,Automatic,1st Owner,1896,5,2021,Mahindra
Ritz VDi,204000,127763,Diesel,Manual,1st Owner,1461,5,2011,Maruti
Verna VTVT 1.6 SX,858000,20033,Petrol,Manual,2nd Owner,1598,5,2019,Hyundai
Polo 1.5 TDI Highline,446000,124908,Diesel,Manual,1st Owner,1248,5,2016,Volkswagen
Corolla H2,215000,60000,Petrol,Manual,2nd Owner,1298,5,2005,Toyota
XUV500 W10 2WD,917000,140556,Diesel,Manual,1st Owner,1497,5,2017,Mahindra
Bolt Quadrajet XE,274000,184618,Diesel,Manual,2nd Owner,998,5,2016,Tata
Alto K10 VXI,242000,73600,Petrol,Manual,1st Owner,1956,5,2014,Maruti
Jetta 1.9 Highline TDI,325000,89000,Diesel,Automatic,2nd Owner,1248,5,2009,Volkswagen
Duster 85PS Diesel RxL,400000,57000,Diesel,Manual,4th Owner,796,5,2012,Renault
Rapid 1.6 TDI Elegance,411000,65000,Diesel,Manual,2nd Owner,1462,5,2011,Skoda
Swift LDI,390000,67000,Diesel,Manual,1st Owner,999,5,2012,Maruti
Swift 1.3 VXi,152000,59458,Petrol,Manual,3rd Owner,1197,5,2009,Maruti
XUV300 W8 Option Diesel,968000,67534,Diesel,Manual,1st Owner,1197,5,2021,Mahindra
Wagon R VXI BS IV,193000,37204,Petrol,Manual,1st Owner,1197,5,2011,Maruti
Compass 2.0 Longitude Option BSIV,927000,119444,Diesel,Manual,1st Owner,1197,6,2017,Jeep
Ciaz 1.3 Delta,672000,25541,Diesel,Manual,1st Owner,995,5,2017,Maruti
Alto 800 LXI,275000,22999,Petrol,Manual,1st Owner,1199,5,2017,Maruti
Ciaz Alpha BSIV,834000,57270,Petrol,Manual,1st Owner,1199,7,2019,Maruti
Polo 1.0 MPI Trendline,559000,29797,Petrol,Manual,1st Owner,1198,5,2020,Volkswagen
Vento 1.2 TSI Highline AT,457000,92028,Petrol,Automatic,2nd Owner,1198,5,2015,Volkswagen
i20 1.2 Sportz,308000,36550,Petrol,Manual,1st Owner,1086,5,2012,Hyundai
Grand i10 Sportz Celebration Edition,425000,46407,Petrol,Manual,1st Owner,1248,5,2016,Hyundai
Baleno Zeta CVT,832000,9598,Petrol,Automatic,1st Owner,1198,5,2021,Maruti
Spark 1.0 LT,116000,48616,Petrol,Manual,1st Owner,1373,5,2010,Chevrolet
Amaze VX Petrol BSIV,465000,116560,Petrol,Manual,1st Owner,1198,5,2019,Honda
Jazz 1.2 V i VTEC,514000,49625,Petrol,Manual,1st Owner,995,5,2016,Honda
Micra XV CVT,338000,56409,Petrol,Automatic,1st Owner,1199,5,2014,Nissan
KUV 100 mFALCON D75 K4,260000,128847,Diesel,Manual,1st Owner,1198,7,2016,Mahindra
i10 Era,139000,212598,Petrol,Manual,4th Owner,1462,5,2010,Hyundai
Ciaz ZDi Plus,514000,80444,Diesel,Manual,2nd Owner,1497,5,2015,Maruti
GO Plus T BSIV,321000,30848,Petrol,Manual,1st Owner,814,5,2017,Datsun
Ciaz 1.4 Delta,569000,154027,Petrol,Manual,2nd Owner,995,5,2017,Maruti
Amaze S i-VTEC,358000,71834,Petrol,Manual,1st Owner,1373,5,2016,Honda
Spark 1.0 LS,110000,74829,Petrol,Manual,1st Owner,1197,5,2011,Chevrolet
Polo 1.2 MPI Comfortline,367000,175705,Petrol,Manual,1st Owner,799,5,2017,Volkswagen
Brio S MT,255000,38219,Petrol,Manual,1st Owner,1497,6,2012,Honda
Ciaz Sigma BSIV,652000,49391,Petrol,Manual,1st Owner,1197,5,2018,Maruti
City 1.5 V MT,305000,167457,Petrol,Manual,2nd Owner,1248,5,2010,Honda
EON D Lite Plus,185000,50915,Petrol,Manual,1st Owner,1198,5,2012,Hyundai
Spark 1.0 LS LPG,59736,192340,Lpg,Manual,2nd Owner,1390,5,2010,Chevrolet
Ertiga VXI CNG,705000,77778,Cng,Manual,1st Owner,1462,5,2018,Maruti
Baleno 1.2 Delta,508000,30435,Petrol,Manual,1st Owner,1248,5,2017,Maruti
KWID RXT,276000,80478,Petrol,Manual,1st Owner,814,5,2018,Renault
XUV300 W6 AMT Diesel BSIV,791000,62805,Diesel,Automatic,1st Owner,1197,5,2020,Mahindra
Grand i10 Nios Sportz,651000,8683,Petrol,Manual,1st Owner,1196,5,2021,Hyundai
Ciaz Delta Diesel,696000,50251,Diesel,Manual,1st Owner,1956,5,2019,Maruti
GO T BSIV,237000,32635,Petrol,Manual,1st Owner,1086,5,2015,Datsun
Jetta 1.4 TSI Comfortline,497000,53003,Petrol,Manual,1st Owner,796,5,2012,Volkswagen
XL6 Zeta,744000,113006,Petrol,Manual,1st Owner,1461,5,2019,Maruti
Swift Dzire Tour 1.3 S Diesel,543000,69036,Diesel,Manual,1st Owner,999,5,2018,Maruti
EON Era Plus,192000,61235,Petrol,Manual,1st Owner,998,5,2012,Hyundai
i20 1.2 Spotz,547000,29946,Petrol,Manual,1st Owner,2609,7,2017,Hyundai
Eeco 5 Seater AC 2020-2022,478000,21330,Petrol,Manual,1st Owner,1197,5,2021,Maruti
Harrier XZA Plus Dark Edition AT 2020-2022,1814000,42418,Diesel,Automatic,1st Owner,1198,5,2020,Tata
i10 Era,230000,90605,Petrol,Manual,1st Owner,1586,5,2013,Hyundai
Alto Green LXi (CNG),134000,127866,Cng,Manual,1st Owner,1498,5,2010,Maruti
Duster 110PS Diesel RxZ,268000,177697,Diesel,Manual,2nd Owner,1198,5,2012,Renault
Ameo 1.0 MPI Highline Plus,568000,13278,Petrol,Manual,1st Owner,2179,5,2018,Volkswagen
S-Presso VXI Plus AT 2019-2022,494000,4343,Petrol,Automatic,1st Owner,1497,5,2021,Maruti
Scorpio LX 2.6 Turbo 9 Str,223000,123804,Diesel,Manual,3rd Owner,1405,7,2009,Mahindra
Xcent 1.2 VTVT S,515000,22939,Petrol,Manual,1st Owner,998,5,2018,Hyundai
Amaze S i-Vtech,454000,22055,Petrol,Manual,1st Owner,799,5,2016,Honda
SX4 Vxi BSIV,198000,62843,Petrol,Manual,1st Owner,1197,7,2010,Maruti
Astor Style,977000,4783,Petrol,Manual,1st Owner,1995,7,2022,MG
Nexon 1.2 Revotron XZA Plus,794000,54441,Petrol,Automatic,2nd Owner,1364,5,2019,Tata
Hexa XTA,1008000,122735,Diesel,Automatic,1st Owner,2179,5,2017,Tata
City Corporate Edition,407000,48096,Petrol,Manual,2nd Owner,1599,5,2012,Honda
Indica TDI LS,95633,130265,Diesel,Manual,2nd Owner,1197,5,2013,Tata
Celerio ZXI AT,386000,46005,Petrol,Automatic,1st Owner,2179,5,2016,Maruti
RediGO T Option,219000,62876,Petrol,Manual,1st Owner,1248,5,2017,Datsun
Xcent 1.2 Kappa SX Option,433000,21712,Petrol,Manual,1st Owner,998,5,2014,Hyundai
5 Series 520d Luxury Line,1971000,55525,Diesel,Automatic,1st Owner,1086,5,2014,BMW
Etios Liva GD,292000,154913,Diesel,Manual,1st Owner,998,5,2013,Toyota
XUV500 W6 2WD,622000,75269,Diesel,Manual,1st Owner,998,5,2014,Mahindra
Verna XXi (Petrol),112000,158267,Petrol,Manual,2nd Owner,1197,5,2008,Hyundai
i20 Magna Plus,609000,12355,Petrol,Manual,1st Owner,998,5,2020,Hyundai
XUV500 W8 2WD,447000,81631,Diesel,Manual,3rd Owner,1298,5,2012,Mahindra
Ertiga SHVS VDI,691000,88972,Diesel,Manual,2nd Owner,1591,5,2017,Maruti
Wagon R LXI BS IV,189000,90509,Petrol,Manual,1st Owner,998,5,2011,Maruti
Santro Xing GLS LPG,132000,76154,Lpg,Manual,2nd Owner,1197,5,2008,Hyundai
Alto K10 VXI,309000,34851,Petrol,Manual,2nd Owner,998,5,2017,Maruti
A-Star Vxi,180000,35354,Petrol,Manual,1st Owner,1086,5,2010,Maruti
i10 Magna,214000,55226,Petrol,Manual,2nd Owner,1353,5,2011,Hyundai
Wagon R LXI BS IV,211000,83436,Petrol,Manual,2nd Owner,1582,5,2012,Maruti
Swift 1.3 VXi,142000,193593,Petrol,Manual,1st Owner,1896,5,2009,Maruti
Creta 1.6 VTVT SX Plus,799000,128782,Petrol,Manual,1st Owner,1461,5,2017,Hyundai
Celerio VXI Optional,333000,63636,Petrol,Manual,2nd Owner,1396,5,2017,Maruti
Swift Dzire ZXI,369000,79052,Petrol,Manual,3rd Owner,1498,5,2014,Maruti
Zen Estilo LXI BSIII,300000,76800,Petrol,Manual,1st Owner,1591,5,2011,Maruti
i10 Era,500000,58478,Petrol,Manual,1st Owner,1591,5,2013,Hyundai
Seltos GTX Plus DCT,1498000,19667,Petrol,Automatic,1st Owner,799,5,2019,Kia
Verna 1.6 SX CRDI (O) AT,469000,75386,Diesel,Automatic,3rd Owner,1199,5,2014,Hyundai
Jetta 1.9 Highline TDI,551000,85000,Diesel,Automatic,2nd Owner,814,5,2010,Volkswagen
Duster 85PS Diesel RxZ,852000,28137,Diesel,Manual,1st Owner,1248,5,2018,Renault
Indigo LS BSIV,136000,355444,Diesel,Manual,2nd Owner,998,5,2011,Tata
Ecosport 1.5 DV5 MT Titanium,445000,82347,Diesel,Manual,2nd Owner,1197,5,2014,Ford
Verna 1.6 SX VTVT,334000,130625,Petrol,Manual,2nd Owner,998,5,2011,Hyundai
Creta 1.6 VTVT E Plus,790000,44401,Petrol,Manual,3rd Owner,1248,5,2017,Hyundai
KWID RXT,272000,11592,Petrol,Manual,1st Owner,1248,5,2016,Renault
Tiago 1.2 Revotron XT,423000,34121,Petrol,Manual,2nd Owner,1199,5,2018,Tata
EON Magna Optional,177000,33611,Petrol,Manual,1st Owner,1197,5,2011,Hyundai
Vitara Brezza VDi Option,785000,53000,Diesel,Manual,1st Owner,1498,5,2017,Maruti
Venue SX Dual Tone Turbo BSIV,950000,55000,Petrol,Manual,2nd Owner,1956,5,2019,Hyundai
i10 Magna,500000,58000,Petrol,Manual,1st Owner,1497,5,2011,Hyundai
Wagon R LXI,500000,68000,Petrol,Manual,1st Owner,998,5,2011,Maruti
Sail LS ABS,750000,76800,Diesel,Manual,1st Owner,999,5,2013,Chevrolet
Swift Dzire AMT ZDI Plus,757000,68477,Diesel,Automatic,2nd Owner,1451,5,2019,Maruti
Amaze VX CVT Petrol BSIV,667000,24370,Petrol,Automatic,1st Owner,1956,5,2019,Honda
Swift Dzire VXi AT,598000,64071,Petrol,Automatic,1st Owner,1199,5,2017,Maruti
Amaze S Diesel,600000,94403,Diesel,Manual,1st Owner,1497,5,2015,Honda
Harrier XZ Plus Dual Tone,2206000,14519,Diesel,Manual,1st Owner,1197,5,2022,Tata
City i VTEC CVT VX,555000,31938,Petrol,Automatic,1st Owner,998,5,2014,Honda
Alto K10 LXI,282000,39873,Petrol,Manual,2nd Owner,1950,5,2017,Maruti
Vento 1.0 TSI Comfortline,864000,22649,Petrol,Manual,1st Owner,1950,5,2021,Volkswagen
Hector Sharp DCT Dualtone,1576000,27710,Petrol,Automatic,1st Owner,2987,5,2020,MG
Harrier XZA Plus Dual Tone AT,2014000,35575,Diesel,Automatic,1st Owner,2143,5,2020,Tata
WR-V i-VTEC S,696000,65062,Petrol,Manual,1st Owner,1968,5,2019,Honda
City i VTEC CVT VX,540000,87144,Petrol,Automatic,2nd Owner,1995,5,2014,Honda
i20 Asta IVT,929000,24561,Petrol,Automatic,1st Owner,1405,5,2021,Hyundai
Alto K10 LXI,325000,40000,Petrol,Manual,1st Owner,1995,5,2016,Maruti
GLC 220d 4MATIC,5650000,24000,Diesel,Automatic,1st Owner,2143,5,2020,Mercedes-Benz
GLE 300d,8900000,13000,Diesel,Automatic,1st Owner,2993,4,2021,Mercedes-Benz
S-Class S 350 CDI,7150000,18000,Diesel,Automatic,1st Owner,1968,4,2017,Mercedes-Benz
C-Class 220 CDI AT,1375000,40000,Diesel,Automatic,1st Owner,2143,5,2013,Mercedes-Benz
A6 35 TDI,2450000,68000,Diesel,Automatic,1st Owner,2993,5,2016,Audi
5 Series 520d Sport Line,4050000,55000,Diesel,Automatic,2nd Owner,1498,5,2018,BMW
Indigo LX,150000,80000,Diesel,Manual,3rd Owner,1595,5,2012,Tata
3 Series 320d GT Luxury Line,1850000,64593,Diesel,Automatic,3rd Owner,2967,5,2014,BMW
E-Class E250 CDI Avantgarde,2200000,63203,Diesel,Automatic,2nd Owner,2993,5,2015,Mercedes-Benz
X6 xDrive 40d M Sport,3790000,75000,Diesel,Automatic,2nd Owner,2143,5,2015,BMW
Q5 2.0 TDI Premium Plus,1600000,94002,Diesel,Automatic,2nd Owner,4367,5,2014,Audi
C-Class C 220 CDI Avantgarde,1190000,90004,Diesel,Automatic,3rd Owner,1968,5,2014,Mercedes-Benz
X5 xDrive 30d M Sport,2900000,83005,Diesel,Automatic,2nd Owner,1968,5,2014,BMW
Ecosport 1.5 Diesel Titanium,475000,62500,Diesel,Manual,1st Owner,4367,5,2015,Ford
B Class B180 Sports,1290000,67000,Petrol,Automatic,2nd Owner,1998,5,2013,Mercedes-Benz
A8 L 50 TDI Quattro Premium Plus,4200000,81250,Diesel,Automatic,1st Owner,1968,5,2015,Audi
XJ 3.0L LWB Ultimate,2290000,79004,Diesel,Automatic,2nd Owner,1498,5,2012,Jaguar
M-Class ML 250 CDI,2190000,80000,Diesel,Automatic,2nd Owner,1582,5,2014,Mercedes-Benz
Rover Range Rover Vogue SE 4.4 SDV8,3525000,87002,Diesel,Automatic,2nd Owner,1248,5,2013,Land
Q5 2.0 TDI Premium Plus,1425000,94002,Diesel,Automatic,2nd Owner,998,5,2013,Audi
A6 2.0 TDI Premium Plus,1425000,82005,Diesel,Automatic,2nd Owner,1248,5,2013,Audi
Rover Range Rover Vogue SE 4.4 SDV8,3975000,95004,Diesel,Automatic,1st Owner,1956,5,2013,Land
X1 sDrive20i xLine,2810000,68753,Petrol,Automatic,2nd Owner,1956,5,2019,BMW
Q5 30 TDI quattro Premium,1475000,80000,Diesel,Automatic,3rd Owner,2967,5,2015,Audi
Ecosport 1.5 DV5 MT Titanium,475000,62500,Diesel,Manual,1st Owner,0,5,2015,Ford
Creta 1.6 CRDi AT S Plus,895000,85000,Diesel,Automatic,1st Owner,1950,5,2017,Hyundai
Baleno 1.3 Zeta,620000,55500,Diesel,Manual,1st Owner,1798,7,2018,Maruti
Venue SX Opt iMT,1150000,10000,Petrol,Manual,1st Owner,1998,5,2021,Hyundai
